EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
3.33411,0,0,0
60,0,0,0
6.09603,0,0,0
11.2642,0,0,0
60,0,0,0
0.204349,0,0,0
60,0,0,0
4.54404,0,0,0
60,0,0,0
6.35045,0,0,0
14.9092,0,0,0
60,0,0,0
1.71691,0,0,0
0.994213,0,0,0
7.60028,0,0,0
60,0,0,0
60,0,0,0
0.824588,0,0,0
6.75336,0,0,0
60,0,0,0
60,0,0,0
4.84835,0,0,0
60,0,0,0
37.8852,0,0,0
0.669547,0,0,0
60,0,0,0
7.58025,0,0,0
60,0,0,0
0.779504,0,0,0
60,0,0,0
10.7292,0,0,0
60,0,0,0
10.0605,0,0,0
60,0,0,0
6.33971,0,0,0
1.16023,0,0,0
7.4091,0,0,0
3.84996,0,0,0
10.0376,0,0,0
60,0,0,0
8.51604,0,0,0
11.2964,0,0,0
60,0,0,0
11.3832,0,0,0
2.08864,0,0,0
2.61261,0,0,0
60,0,0,0
8.14508,0,0,0
2.08299,0,0,0
60,0,0,0
0.576171,0,0,0
60,0,0,0
0.523888,0,0,0
11.0205,0,0,0
60,0,0,0
3.91951,0,0,0
4.5739,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
11.4065,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
1.44634,0,0,0
8.62943,0,0,0
0.426758,0,0,0
16.2557,0,0,0
1.06409,0,0,0
7.76813,0,0,0
60,0,0,0
9.61205,0,0,0
7.9239,0,0,0
8.734,0,0,0
9.66892,0,0,0
60,0,0,0
1.73223,0,0,0
60,0,0,0
25.0085,0,0,0
8.90716,0,0,0
4.51132,0,0,0
10.928,0,0,0
8.06343,0,0,0
3.26578,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
8.22736,0,0,0
60,0,0,0
8.2851,0,0,0
9.08057,0,0,0
60,0,0,0
3.86222,0,0,0
10.9834,0,0,0
6.68572,0,0,0
8.24133,0,0,0
1.70785,0,0,0
60,0,0,0
5.50859,0,0,0
60,0,0,0
60,0,0,0
9.29846,0,0,0
5.90567,0,0,0
60,0,0,0
3.63925,0,0,0
60,0,0,0
6.87281,0,0,0
0.849616,0,0,0
60,0,0,0
3.98828,0,0,0
60,0,0,0
11.1405,0,0,0
10.7622,0,0,0
60,0,0,0
9.8799,0,0,0
60,0,0,0
1.89868,0,0,0
60,0,0,0
8.96939,0,0,0
2.46918,0,0,0
60,0,0,0
60,0,0,0
11.3005,0,0,0
60,0,0,0
7.09544,0,0,0
60,0,0,0
60,0,0,0
6.14902,0,0,0
60,0,0,0
2.30804,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
9.5825,0,0,0
5.42744,0,0,0
4.28945,0,0,0
60,0,0,0
10.1296,0,0,0
2.3716,0,0,0
60,0,0,0
60,0,0,0
3.69714,0,0,0
0.325493,0,0,0
31.4513,0,0,0
60,0,0,0
60,0,0,0
1.73259,0,0,0
8.64452,0,0,0
2.12874,0,0,0
60,0,0,0
7.63894,0,0,0
60,0,0,0
5.74599,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
5.34149,0,0,0
60,0,0,0
1.88479,0,0,0
7.40523,0,0,0
60,0,0,0
10.4828,0,0,0
6.19757,0,0,0
10.1871,0,0,0
1.30785,0,0,0
60,0,0,0
11.2531,0,0,0
11.3199,0,0,0
60,0,0,0
0.35793,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
30.41,0,0,0
60,0,0,0
60,0,0,0
9.86296,0,0,0
1.9996,0,0,0
5.44127,0,0,0
10.5333,0,0,0
0.500147,0,0,0
8.91945,0,0,0
60,0,0,0
11.1323,0,0,0
3.74524,0,0,0
60,0,0,0
6.95168,0,0,0
0.735505,0,0,0
2.57266,0,0,0
9.0997,0,0,0
3.08442,0,0,0
10.45,0,0,0
60,0,0,0
6.95097,0,0,0
4.68354,0,0,0
60,0,0,0
1.6147,0,0,0
10.8608,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
10.8751,0,0,0
7.0176,0,0,0
8.09699,0,0,0
11.0252,0,0,0
8.1746,0,0,0
60,0,0,0
60,0,0,0
7.61165,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
3.0215,0,0,0
6.82075,0,0,0
6.56143,0,0,0
5.94363,0,0,0
2.95436,0,0,0
7.84089,0,0,0
5.87283,0,0,0
10.6856,0,0,0
7.96782,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
1.82788,0,0,0
0.503608,0,0,0
60,0,0,0
6.68338,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
1.70232,0,0,0
60,0,0,0
2.34247,0,0,0
3.31151,0,0,0
60,0,0,0
0.78487,0,0,0
60,0,0,0
60,0,0,0
1.51287,0,0,0
60,0,0,0
7.97894,0,0,0
60,0,0,0
3.24875,0,0,0
7.56519,0,0,0
60,0,0,0
1.26508,0,0,0
3.412,0,0,0
60,0,0,0
9.01127,0,0,0
60,0,0,0
60,0,0,0
3.82325,0,0,0
1.12622,0,0,0
5.44259,0,0,0
0.682159,0,0,0
9.53223,0,0,0
0.999081,0,0,0
2.99464,0,0,0
8.62571,0,0,0
0.872063,0,0,0
3.87764,0,0,0
0.599637,0,0,0
60,0,0,0
60,0,0,0
0.306852,0,0,0
60,0,0,0
10.3261,0,0,0
7.33,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
0.706125,0,0,0
60,0,0,0
9.74067,0,0,0
7.87174,0,0,0
9.93652,0,0,0
9.2681,0,0,0
5.98002,0,0,0
9.94983,0,0,0
10.5497,0,0,0
9.18634,0,0,0
60,0,0,0
3.66569,0,0,0
10.5899,0,0,0
60,0,0,0
8.67434,0,0,0
10.2742,0,0,0
3.3764,0,0,0
60,0,0,0
10.197,0,0,0
9.73305,0,0,0
60,0,0,0
8.53973,0,0,0
14.0599,0,0,0
2.45349,0,0,0
5.19481,0,0,0
8.63829,0,0,0
14.4596,0,0,0
1.11275,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
3.59253,0,0,0
60,0,0,0
5.08757,0,0,0
60,0,0,0
1.44801,0,0,0
2.92349,0,0,0
6.30778,0,0,0
60,0,0,0
1.49673,0,0,0
60,0,0,0
60,0,0,0
2.30841,0,0,0
60,0,0,0
0.239944,0,0,0
11.2289,0,0,0
0.291545,0,0,0
60,0,0,0
10.756,0,0,0
1.6535,0,0,0
60,0,0,0
8.08309,0,0,0
60,0,0,0
5.48468,0,0,0
2.04501,0,0,0
60,0,0,0
5.73098,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
6.80988,0,0,0
10.7244,0,0,0
2.29794,0,0,0
3.76816,0,0,0
3.94505,0,0,0
60,0,0,0
3.44547,0,0,0
7.8604,0,0,0
1.43667,0,0,0
6.79292,0,0,0
9.43334,0,0,0
60,0,0,0
9.34904,0,0,0
60,0,0,0
4.72069,0,0,0
3.9026,0,0,0
60,0,0,0
60,0,0,0
10.9171,0,0,0
1.84246,0,0,0
0.712873,0,0,0
2.03733,0,0,0
0.693324,0,0,0
60,0,0,0
0.121316,0,0,0
60,0,0,0
0.711383,0,0,0
60,0,0,0
60,0,0,0
4.35019,0,0,0
9.58075,0,0,0
60,0,0,0
60,0,0,0
8.48584,0,0,0
8.3346,0,0,0
60,0,0,0
1.30921,0,0,0
11.2183,0,0,0
60,0,0,0
3.75856,0,0,0
9.78804,0,0,0
60,0,0,0
11.1723,0,0,0
60,0,0,0
11.2319,0,0,0
2.56145,0,0,0
2.62052,0,0,0
1.25582,0,0,0
60,0,0,0
60,0,0,0
8.46558,0,0,0
8.93693,0,0,0
60,0,0,0
2.53011,0,0,0
60,0,0,0
60,0,0,0
2.56407,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
8.94622,0,0,0
1.54571,0,0,0
2.58826,0,0,0
60,0,0,0
2.99215,0,0,0
6.85545,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
8.01065,0,0,0
8.86584,0,0,0
5.48733,0,0,0
60,0,0,0
6.4609,0,0,0
9.39241,0,0,0
60,0,0,0
60,0,0,0
1.07564,0,0,0
60,0,0,0
8.34147,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
8.27843,0,0,0
10.8517,0,0,0
60,0,0,0
60,0,0,0
6.54066,0,0,0
60,0,0,0
7.42363,0,0,0
11.3549,0,0,0
9.49578,0,0,0
4.34055,0,0,0
60,0,0,0
8.62755,0,0,0
3.65557,0,0,0
9.70556,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
24.3123,0,0,0
8.24707,0,0,0
60,0,0,0
7.78909,0,0,0
7.09554,0,0,0
60,0,0,0
60,0,0,0
0.741482,0,0,0
60,0,0,0
3.96452,0,0,0
1.79947,0,0,0
2.17332,0,0,0
60,0,0,0
0.681399,0,0,0
6.89101,0,0,0
4.87614,0,0,0
6.80364,0,0,0
60,0,0,0
60,0,0,0
3.58338,0,0,0
1.81344,0,0,0
7.24718,0,0,0
60,0,0,0
4.23504,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
4.28171,0,0,0
60,0,0,0
7.05141,0,0,0
2.37209,0,0,0
60,0,0,0
0.519221,0,0,0
7.38346,0,0,0
60,0,0,0
60,0,0,0
1.32553,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
9.87316,0,0,0
4.2736,0,0,0
60,0,0,0
60,0,0,0
60,0,0,0
9.59499,0,0,0
60,0,0,0
9.36153,0,0,0
3.79742,0,0,0
60,0,0,0
60,0,0,0
9.12958,0,0,0
7.63392,0,0,0
7.4335,0,0,0
0.956667,0,0,0
60,0,0,0
8.3493,0,0,0
7.84292,0,0,0
3.31714,0,0,0
60,0,0,0
60,0,0,0
10.8126,0,0,0
10.5436,0,0,0
9.1833,0,0,0
